,index,JV_default_PCE
1577,3617,17.96
1578,3618,16.7
1579,3624,10.2
1580,3627,12.28
1581,3633,15.79
1582,3634,17.81
1583,3635,18.01
1584,3637,18.66
1585,3640,17.25
1586,3642,16.84
1587,3643,19.12
1588,3647,11.88
1589,3649,9.9
1590,3652,11.42
1591,3653,13.09
1592,3654,12.9
1593,3655,18.8
1594,3660,14.38
1595,3661,17.28
1596,3664,17.17
1597,3665,19.89
1598,3666,12.72
1599,3667,17.8
1600,3668,20.0
1601,3669,13.4
1602,3670,14.4
1603,3671,7.0
1604,3676,9.52
1605,3677,14.28
1606,3678,14.2
1607,3679,8.78
1608,3680,16.3
1609,3686,9.6
1610,3691,15.26
1611,3692,16.9
1612,3698,10.9
1613,3699,13.2
1614,3700,15.23
1615,3701,17.51
1616,3702,10.86
1617,3703,12.94
1618,3706,17.18
1619,3707,15.27
1620,3708,17.98
1621,3709,19.87
1622,3712,11.09
1623,3713,10.1
1624,3714,15.4
1625,3715,15.2
1626,3716,14.4
1627,3718,11.59
1628,3719,16.6
1629,3720,19.5
1630,3721,13.14
1631,3722,15.1
1632,3723,18.12
1633,3724,16.75
1634,3726,15.85
1635,3727,12.21
1636,3728,18.67
1637,3731,20.13
1638,3732,15.9
1639,3733,18.21
1640,3738,17.68
1641,3739,17.5
1642,3741,17.02
1643,3742,17.46
1644,3743,14.1
1645,3744,12.0
1646,3745,10.2
1647,3746,14.2
1648,3747,14.9
1649,3748,15.9
1650,3751,12.17
1651,3752,15.61
1652,3755,11.0
1653,3756,11.9
1654,3757,13.0
1655,3758,12.5
1656,3762,14.32
1657,3763,16.64
1658,3764,16.4
1659,3765,12.3
1660,3768,9.9
1661,3771,13.82
1662,3772,13.82
1663,3786,1.78
1664,3787,2.27
1665,3788,1.39
1666,3789,1.26
1667,3790,18.39
1668,3791,18.39
1669,3793,20.71
1670,3794,20.71
1671,3795,20.71
1672,3801,13.87
1673,3802,13.43
1674,3803,15.0
1675,3804,14.73
1676,3808,11.5
1677,3813,11.4
1678,3815,9.84
1679,3817,12.96
1680,3821,18.59
1681,3822,17.81
1682,3823,19.01
1683,3826,19.8
1684,3827,
1685,3828,
1686,3829,10.46
1687,3830,14.25
1688,3831,16.23
1689,3832,20.02
1690,3834,12.1
1691,3835,3.68
1692,3836,9.6
1693,3838,13.23
1694,3839,17.13
1695,3840,15.7
1696,3841,10.1
1697,3842,13.1
1698,3852,10.94
1699,3864,12.6
1700,3870,18.35
1701,3871,18.35
1702,3872,20.28
1703,3873,20.28
1704,3874,5.67
1705,3875,13.45
1706,3876,12.51
1707,3877,10.9
1708,3878,5.15
1709,3879,3.73
1710,3880,12.68
1711,3889,13.3
1712,3893,9.52
1713,3894,11.4
1714,3895,3.6
1715,3896,10.14
1716,3906,13.35
1717,3907,14.95
1718,3908,15.71
1719,3909,15.85
1720,3910,16.34
1721,3911,16.76
1722,3912,15.07
1723,3921,6.88
1724,3929,16.3
1725,3930,15.77
1726,3931,3.07
1727,3932,15.66
1728,3936,14.32
1729,3937,16.56
1730,3938,15.05
1731,3940,19.5
1732,3947,12.85
1733,3948,12.81
1734,3949,14.0
1735,3950,15.26
1736,3951,12.9
1737,3952,19.19
1738,3953,16.1
1739,3958,15.2
1740,3959,15.3
1741,3960,17.37
1742,3961,17.37
1743,3962,18.01
1744,3963,18.01
1745,3964,17.13
1746,3965,17.13
1747,3966,16.05
1748,3967,16.05
1749,3970,10.3
1750,3971,12.3
1751,3972,7.8
1752,3973,12.8
1753,3976,12.1
1754,3977,10.9
1755,3978,10.96
1756,3979,16.25
1757,3980,12.49
1758,3985,19.4
1759,3986,13.1
1760,4001,
1761,4002,16.29
1762,4007,
1763,4008,
1764,4009,
1765,4010,
1766,4018,17.98
1767,4019,18.43
1768,4020,
1769,4021,
1770,4022,
1771,4023,
1772,4027,18.12
1773,4028,10.12
1774,4036,14.37
1775,4037,17.23
1776,4041,20.46
1777,4042,18.51
1778,4043,14.9
1779,4044,12.53
1780,4047,14.35
1781,4048,19.33
1782,4052,12.8
1783,4053,
1784,4056,14.0
1785,4057,15.5
1786,4058,6.5
1787,4059,10.5
1788,4060,12.82
1789,4061,10.78
1790,4062,13.16
1791,4066,18.52
1792,4067,19.1
1793,4068,18.4
1794,4069,7.42
1795,4070,7.93
1796,4071,14.71
1797,4072,16.74
1798,4073,14.74
1799,4075,14.4
1800,4078,12.89
1801,4088,11.5
1802,4094,16.1
1803,4096,16.1
1804,4098,18.17
1805,4102,13.0
1806,4107,7.34
1807,4108,12.8
1808,4115,18.14
1809,4116,19.23
1810,4117,18.0
1811,4118,13.0
1812,4133,15.16
1813,4134,16.06
1814,4145,17.1
1815,4146,15.9
1816,4147,17.2
1817,4148,16.3
1818,4152,11.3
1819,4153,16.7
1820,4154,
1821,4155,
1822,4156,
1823,4157,
1824,4158,
1825,4159,
1826,4160,
1827,4161,
1828,4162,2.82
1829,4163,2.46
1830,4164,6.44
1831,4166,16.0
1832,4167,9.11
1833,4171,7.55
1834,4172,14.55
1835,4173,
1836,4174,
1837,4175,13.61
1838,4176,14.94
1839,4177,18.07
1840,4178,8.8
1841,4180,8.5
1842,4182,15.21
1843,4183,16.65
1844,4186,19.1
1845,4190,20.4
1846,4191,15.4
1847,4194,20.09
1848,4201,13.9
1849,4202,16.87
1850,4204,19.41
1851,4211,15.74
1852,4219,6.37
1853,4220,17.8
1854,4221,16.1
1855,4222,17.8
1856,4223,16.1
1857,4224,15.55
1858,4225,15.86
1859,4230,15.2
1860,4231,18.26
1861,4233,16.65
1862,4234,16.65
1863,4235,11.06
1864,4237,18.26
1865,4238,18.4
1866,4239,16.65
1867,4242,14.3
1868,4256,12.1
1869,4257,14.0
1870,4258,13.6
1871,4263,17.05
1872,4266,11.4
1873,4269,8.4
1874,4270,11.2
1875,4271,14.5
1876,4272,16.5
1877,4274,17.78
1878,4275,18.59
1879,4276,16.3
1880,4277,15.3
1881,4278,8.65
1882,4279,11.36
1883,4280,11.44
1884,4281,14.0
1885,4283,12.3
1886,4284,15.2
1887,4285,15.2
1888,4287,14.0
1889,4289,13.6
1890,4291,10.27
1891,4292,11.74
1892,4294,9.88
1893,4295,11.63
1894,4296,9.88
1895,4297,7.78
1896,4298,14.13
1897,4302,11.76
1898,4303,14.87
1899,4304,15.06
1900,4305,15.68
1901,4306,16.68
1902,4311,9.1
1903,4314,15.9
1904,4315,17.8
1905,4316,14.93
1906,4317,18.28
1907,4319,9.58
1908,4320,9.58
1909,4321,15.28
1910,4322,16.56
1911,4323,6.86
1912,4324,15.0
1913,4325,14.44
1914,4326,3.12
1915,4327,8.48
1916,4329,15.91
1917,4330,17.4
1918,4331,15.45
1919,4334,17.71
1920,4335,15.59
1921,4337,16.97
1922,4338,15.5
1923,4339,15.1
1924,4340,11.6
1925,4341,10.34
1926,4342,10.32
1927,4357,15.53
1928,4358,18.51
1929,4363,9.4
1930,4364,16.01
1931,4365,14.01
1932,4366,13.34
1933,4367,13.48
1934,4368,15.11
1935,4369,11.26
1936,4370,11.24
1937,4371,11.95
1938,4372,11.4
1939,4373,11.06
1940,4374,20.14
1941,4375,18.03
1942,4379,10.74
1943,4380,11.78
1944,4381,11.9
1945,4382,12.12
1946,4384,15.22
1947,4397,17.3
1948,4398,16.5
1949,4399,16.5
1950,4400,15.3
1951,4402,13.3
1952,4403,14.5
1953,4404,14.5
1954,4405,17.8
1955,4406,16.03
1956,4407,15.73
1957,4408,19.05
1958,4409,16.2
1959,4415,14.72
1960,4416,16.26
1961,4417,15.2
1962,4418,18.2
1963,4419,15.45
1964,4420,16.54
1965,4422,6.53
1966,4428,14.6
1967,4429,13.75
1968,4430,13.01
1969,4431,14.9
1970,4434,16.39
1971,4435,18.31
1972,4436,19.55
1973,4439,18.8
1974,4454,15.46
1975,4465,13.38
1976,4467,17.42
1977,4469,16.94
1978,4470,11.59
1979,4471,19.52
1980,4479,15.9
1981,4491,17.26
1982,4493,11.55
1983,4494,14.88
1984,4496,17.7
1985,4497,17.7
1986,4500,18.0
1987,4501,20.9
1988,4512,7.51
1989,4517,18.91
1990,4523,14.61
1991,4524,17.13
1992,4527,19.5
1993,4532,11.72
1994,4536,14.26
1995,4537,10.07
1996,4538,14.66
1997,4552,9.68
1998,4553,10.13
1999,4554,9.72
2000,4555,12.06
2001,4556,16.26
2002,4557,12.06
2003,4558,16.26
2004,4559,17.2
2005,4560,19.1
2006,4561,20.03
2007,4562,17.2
2008,4563,19.1
2009,4564,20.03
2010,4566,17.59
2011,4567,18.15
2012,4568,20.1
2013,4569,12.2
2014,4570,15.6
2015,4577,15.2
2016,4578,12.06
2017,4579,15.2
2018,4583,14.7
2019,4584,19.4
2020,4585,13.84
2021,4586,16.8
2022,4587,10.7
2023,4588,18.2
2024,4589,16.5
2025,4590,7.38
2026,4591,8.53
2027,4592,7.94
2028,4603,18.3
2029,4604,21.5
2030,4606,16.75
2031,4607,16.75
2032,4610,11.5
2033,4611,11.5
2034,4612,11.5
2035,4613,12.8
2036,4614,12.8
2037,4615,12.8
2038,4616,17.91
2039,4617,18.75
2040,4618,14.74
2041,4623,19.06
2042,4624,17.65
2043,4627,14.34
2044,4628,17.0
2045,4629,15.7
2046,4630,13.3
2047,4634,19.62
2048,4636,10.09
2049,4637,9.74
2050,4638,10.55
2051,4639,10.19
2052,4648,16.84
2053,4649,18.36
2054,4650,17.75
2055,4651,12.62
2056,4661,16.1
2057,4662,17.45
2058,4663,13.8
2059,4664,18.85
2060,4665,20.2
2061,4671,14.38
2062,4672,17.1
2063,4688,16.4
2064,4689,15.08
2065,4690,9.93
2066,4702,18.98
2067,4718,12.49
2068,4719,15.66
2069,4723,17.79
2070,4724,20.18
2071,4727,13.3
2072,4728,7.0
2073,4729,9.91
2074,4730,12.54
2075,4731,16.0
2076,4732,13.4
2077,4734,8.16
2078,4736,15.87
2079,4737,18.53
2080,4738,15.16
2081,4743,15.5
2082,4744,16.9
2083,4746,14.67
2084,4747,15.9
2085,4748,18.04
2086,4749,11.2
2087,4750,14.7
2088,4753,5.0
2089,4754,18.61
2090,4755,19.89
2091,4769,14.9
2092,4770,17.6
2093,4771,11.7
2094,4772,11.5
2095,4773,12.4
2096,4781,11.1
2097,4784,
2098,4788,21.1
2099,4789,18.12
2100,4790,17.41
2101,4791,
2102,4796,8.2
2103,4798,8.2
2104,4799,4.8
2105,4800,8.8
2106,4801,3.8
2107,4802,9.0
2108,4803,14.8
2109,4804,12.8
2110,4805,
2111,4806,
2112,4811,14.4
2113,4813,8.84
2114,4814,9.68
2115,4815,10.74
2116,4816,10.32
2117,4817,6.74
2118,4818,14.95
2119,4819,14.2
2120,4820,15.01
2121,4821,18.05
2122,4829,17.76
2123,4830,20.6
2124,4832,20.39
2125,4833,17.41
2126,4842,12.46
2127,4843,12.88
2128,4844,13.97
2129,4845,16.47
2130,4861,9.04
2131,4862,9.81
2132,4863,9.29
2133,4864,9.43
2134,4865,9.81
2135,4869,16.9
2136,4870,12.3
2137,4871,11.6
2138,4872,14.0
2139,4873,17.3
2140,4874,17.5
2141,4875,15.9
2142,4881,16.83
2143,4882,18.34
2144,4883,10.4
2145,4891,15.33
2146,4892,11.92
2147,4893,15.49
2148,4894,19.57
2149,4895,17.48
2150,4896,19.57
2151,4897,17.48
2152,4898,15.34
2153,4899,19.6
2154,4900,21.2
2155,4901,12.03
2156,4902,11.57
2157,4903,5.92
2158,4904,3.0
2159,4911,14.6
2160,4912,16.4
2161,4915,18.5
2162,4916,12.05
2163,4917,16.97
2164,4918,18.5
2165,4919,12.05
2166,4920,16.97
2167,4925,12.42
2168,4926,15.8
2169,4929,15.14
2170,4937,16.1
2171,4938,17.5
2172,4949,15.9
2173,4950,13.69
2174,4951,10.25
2175,4953,15.0
2176,4954,10.5
2177,4955,14.87
2178,4956,14.87
2179,4964,6.23
2180,4965,12.13
2181,4966,7.69
2182,4967,13.99
2183,4968,13.01
2184,4975,13.0
2185,4976,16.8
2186,4977,13.0
2187,4978,16.8
2188,4991,9.0
2189,4992,11.2
2190,4993,4.77
2191,4994,5.26
2192,4997,9.0
2193,4999,16.67
2194,5000,17.21
2195,5012,14.4
2196,5013,14.8
2197,5014,16.9
2198,5015,16.9
2199,5024,10.89
2200,5028,18.29
2201,5029,17.94
2202,5030,18.05
2203,5033,19.13
2204,5036,10.32
2205,5037,13.07
2206,5038,4.58
2207,5039,9.27
2208,5040,7.08
2209,5050,19.4
2210,5051,19.31
2211,5053,8.6
2212,5054,17.9
2213,5055,17.49
2214,5056,9.36
2215,5057,12.79
2216,5058,18.52
2217,5060,15.02
2218,5066,8.62
2219,5068,6.9
2220,5071,19.0
2221,5072,18.24
2222,5073,11.3
2223,5074,12.88
2224,5075,16.01
2225,5076,19.81
2226,5077,13.81
2227,5082,17.4
2228,5083,17.16
2229,5084,8.47
2230,5085,17.2
2231,5086,12.4
2232,5092,16.8
2233,5095,12.48
2234,5113,12.5
2235,5114,18.16
2236,5115,17.76
2237,5116,16.38
2238,5118,
2239,5172,17.8
2240,5173,15.42
2241,5174,17.18
2242,5175,20.05
2243,5179,15.29
2244,5180,16.32
2245,5181,17.63
2246,5201,17.57
2247,5202,17.4
2248,5203,17.0
2249,5204,13.8
2250,5207,14.56
2251,5208,17.06
2252,5210,9.66
2253,5211,8.79
2254,5212,15.35
2255,5213,17.72
2256,5214,17.36
2257,5215,13.68
2258,5216,18.89
2259,5217,13.68
2260,5218,18.89
2261,5219,16.0
2262,5221,19.51
2263,5222,16.53
2264,5223,14.93
2265,5224,12.63
2266,5229,12.06
2267,5230,14.4
2268,5231,14.8
2269,5232,13.1
2270,5233,13.1
2271,5234,16.8
2272,5235,16.8
2273,5236,17.57
2274,5237,17.57
2275,5272,9.1
2276,5273,11.7
2277,5274,11.5
2278,5275,12.6
2279,5278,
2280,5279,
2281,5280,
2282,5281,
2283,5282,
2284,5283,
2285,5284,
2286,5286,
2287,5287,
2288,5288,
2289,5289,
2290,5290,
2291,5291,
2292,5292,
2293,5295,
2294,5296,
2295,5297,
2296,5298,
2297,5299,12.22
2298,5300,14.22
2299,5301,15.6
2300,5302,14.26
2301,5305,
2302,5310,
2303,5311,
2304,5312,
2305,5313,
2306,5315,17.4
2307,5317,
2308,5318,
2309,5333,
2310,5334,
2311,5335,
2312,5337,
2313,5339,
2314,5340,
2315,5341,
2316,5342,
2317,5343,8.51
2318,5344,10.04
2319,5345,10.17
2320,5347,
2321,5348,
2322,5349,
2323,5350,
2324,5354,15.17
2325,5355,7.1
2326,5363,15.14
2327,5364,17.59
2328,5367,17.08
2329,5368,17.98
2330,5369,17.08
2331,5370,17.98
2332,5371,17.08
2333,5372,17.98
2334,5373,17.08
2335,5374,17.98
2336,5375,17.08
2337,5376,17.98
2338,5386,7.16
2339,5387,12.1
2340,5394,
2341,5396,
2342,5397,
2343,5398,
2344,5399,
2345,5400,14.38
2346,5401,16.66
2347,5402,17.28
2348,5403,16.0
2349,5404,15.02
2350,5405,13.43
2351,5406,20.7
2352,5411,
2353,5412,
2354,5413,
2355,5414,
2356,5415,
2357,5416,
2358,5417,
2359,5418,
2360,5429,
2361,5430,
2362,5432,
2363,5433,
2364,5434,
2365,5436,10.5
2366,5438,13.2
2367,5439,19.5
2368,5444,
2369,5445,
2370,5447,
2371,5451,4.08
2372,5452,12.66
2373,5453,10.59
2374,5454,10.4
2375,5458,14.24
2376,5459,12.2
2377,5460,
2378,5461,
2379,5462,
2380,5463,
2381,5464,
2382,5465,
2383,5466,
2384,5467,
2385,5468,
2386,5470,14.47
2387,5471,16.51
2388,5472,20.63
2389,5473,21.02
2390,5476,16.73
2391,5477,17.05
2392,5478,8.8
2393,5479,10.1
2394,5484,13.3
2395,5492,18.69
2396,5493,18.69
2397,5494,14.92
2398,5495,18.82
2399,5496,16.26
2400,5497,20.15
2401,5503,16.0
2402,5504,16.75
2403,5505,16.91
2404,5506,15.1
2405,5525,15.6
2406,5526,17.8
2407,5527,15.6
2408,5528,17.8
2409,5529,
2410,5533,7.57
2411,5539,10.7
2412,5541,10.7
2413,5543,14.49
2414,5544,17.41
2415,5546,11.2
2416,5547,13.4
2417,5548,12.27
2418,5549,12.21
2419,5550,11.94
2420,5551,14.13
2421,5554,10.4
2422,5555,11.7
2423,5556,12.5
2424,5557,10.7
2425,5558,15.67
2426,5559,18.24
2427,5560,8.23
2428,5561,5.45
2429,5564,8.9
2430,5565,5.0
2431,5568,11.33
2432,5569,12.18
2433,5570,12.68
2434,5571,11.58
2435,5572,
2436,5574,11.65
2437,5575,8.39
2438,5576,12.71
2439,5577,13.71
2440,5578,14.42
2441,5579,9.38
2442,5580,12.58
2443,5581,15.87
2444,5582,16.8
2445,5583,17.7
2446,5586,15.67
2447,5587,17.77
2448,5588,17.88
2449,5589,18.12
2450,5590,19.56
2451,5591,14.4
2452,5592,13.2
2453,5593,15.5
2454,5594,15.7
2455,5595,16.9
2456,5596,18.2
2457,5597,4.69
2458,5598,4.69
2459,5602,5.86
2460,5603,9.51
2461,5604,11.23
2462,5605,6.94
2463,5606,4.03
2464,5609,12.5
2465,5610,12.1
2466,5611,12.35
2467,5612,15.17
2468,5613,17.25
2469,5617,9.3
2470,5618,10.6
2471,5619,5.4
2472,5622,9.3
2473,5623,10.6
2474,5624,5.4
2475,5626,18.88
2476,5639,13.6
2477,5640,16.9
2478,5656,7.05
2479,5657,8.09
2480,5658,16.05
2481,5659,15.45
2482,5660,10.82
2483,5661,15.9
2484,5666,12.98
2485,5671,15.5
2486,5674,8.11
2487,5676,18.96
2488,5678,18.13
2489,5679,18.13
2490,5680,18.13
2491,5681,18.13
2492,5682,18.96
2493,5683,18.96
2494,5684,18.96
2495,5685,18.96
2496,5686,18.11
2497,5687,18.11
2498,5691,7.23
2499,5692,12.91
2500,5693,8.78
2501,5694,8.3
2502,5695,16.09
2503,5696,9.97
2504,5697,13.49
2505,5708,12.5
2506,5709,12.5
2507,5710,17.3
2508,5711,17.3
2509,5714,15.11
2510,5717,19.12
2511,5722,16.5
2512,5723,18.4
2513,5724,8.93
2514,5725,17.49
2515,5726,12.67
2516,5727,17.19
2517,5736,15.45
2518,5737,18.13
2519,5738,18.22
2520,5739,18.21
2521,5740,18.21
2522,5741,20.85
2523,5742,20.85
2524,5743,20.85
2525,5744,9.3
2526,5745,9.3
2527,5746,12.9
2528,5747,12.9
2529,5748,
2530,5749,
2531,5781,6.95
2532,5782,10.3
2533,5783,12.1
2534,5784,7.96
2535,5796,5.82
2536,5797,16.39
2537,5807,13.0
2538,5817,9.09
2539,5822,14.53
2540,5823,18.6
2541,5826,18.2
2542,5827,19.2
2543,5837,7.01
2544,5838,15.79
2545,5856,16.6
2546,5857,16.37
2547,5868,12.87
2548,5869,17.05
2549,5872,10.19
2550,5876,16.4
2551,5877,13.1
2552,5887,11.62
2553,5888,9.61
2554,5889,13.28
2555,5890,18.4
2556,5891,18.9
2557,5897,19.41
2558,5898,14.78
2559,5899,16.51
2560,5906,17.23
2561,5907,18.34
2562,5908,5.28
2563,5916,17.0
2564,5917,8.21
2565,5918,11.51
2566,5924,16.1
2567,5925,15.4
2568,5926,19.9
2569,5927,18.9
2570,5928,14.89
2571,5929,14.2
2572,5930,12.98
2573,5931,12.84
2574,5932,16.25
2575,5933,14.15
2576,5934,16.45
2577,5939,6.7
2578,5940,11.0
2579,5941,12.05
2580,5942,14.47
2581,5943,14.2
2582,5944,11.4
2583,5947,16.56
2584,5951,13.26
2585,5956,15.1
2586,5957,13.6
2587,5958,12.6
2588,5959,11.7
2589,5961,11.96
2590,5978,12.1
2591,5979,18.78
2592,5989,17.87
2593,5990,4.01
2594,5991,15.39
2595,5992,17.97
2596,5994,18.3
2597,5995,20.0
2598,5996,16.02
2599,5997,17.4
2600,5998,18.6
2601,5999,20.4
2602,6000,20.82
2603,6001,19.06
2604,6006,16.28
2605,6007,18.68
2606,6015,5.1
2607,6016,7.2
2608,6023,17.2
2609,6024,11.9
2610,6025,8.61
2611,6026,9.48
2612,6027,10.35
2613,6028,11.16
2614,6029,11.95
2615,6030,10.41
2616,6031,15.9
2617,6032,18.16
2618,6033,18.16
2619,6036,6.9
2620,6037,10.0
2621,6045,21.33
2622,6051,12.88
2623,6052,13.76
2624,6063,11.3
2625,6064,15.0
2626,6069,12.56
2627,6070,12.25
2628,6071,16.9
2629,6072,17.42
2630,6073,13.54
2631,6081,
2632,6082,12.8
2633,6083,14.02
2634,6084,15.21
2635,6086,
2636,6088,
2637,6090,19.0
2638,6091,13.0
2639,6094,14.3
2640,6095,7.43
2641,6096,9.35
2642,6097,9.17
2643,6098,9.68
2644,6099,11.1
2645,6100,14.7
2646,6101,15.32
2647,6102,6.52
2648,6103,8.12
2649,6104,8.38
2650,6105,8.82
2651,6106,10.1
2652,6107,13.9
2653,6110,17.76
2654,6111,14.67
2655,6112,6.23
2656,6113,15.65
2657,6116,14.0
2658,6117,14.07
2659,6118,15.92
2660,6119,10.44
2661,6120,12.42
2662,6121,14.6
2663,6122,15.67
2664,6123,14.12
2665,6125,19.3
2666,6126,18.6
2667,6128,14.0
2668,6129,16.6
2669,6130,10.8
2670,6132,10.5
2671,6136,20.05
2672,6139,18.0
2673,6140,3.5
2674,6141,11.6
2675,6142,18.06
2676,6143,16.08
2677,6144,5.01
2678,6145,16.15
2679,6149,16.31
2680,6150,19.22
2681,6158,16.1
2682,6159,15.12
2683,6161,14.4
2684,6162,14.6
2685,6163,16.7
2686,6164,8.23
2687,6167,
2688,6168,
2689,6169,
2690,6176,17.02
2691,6177,16.97
2692,6178,15.12
2693,6179,16.05
2694,6183,13.3
2695,6185,17.0
2696,6186,16.5
2697,6187,12.5
2698,6190,15.7
2699,6191,15.7
2700,6193,15.6
2701,6197,18.44
2702,6198,15.33
2703,6199,14.57
2704,6200,14.57
2705,6201,18.42
2706,6202,18.42
2707,6203,10.53
2708,6204,13.17
2709,6205,12.87
2710,6206,9.89
2711,6218,17.2
2712,6219,18.2
2713,6233,13.1
2714,6234,10.6
2715,6236,3.45
2716,6237,3.97
2717,6238,15.4
2718,6239,15.3
2719,6240,15.4
2720,6241,15.7
2721,6242,15.1
2722,6250,10.4
2723,6251,8.7
2724,6252,15.1
2725,6253,18.0
2726,6256,14.6
2727,6257,8.3
2728,6258,10.4
2729,6260,18.28
2730,6261,20.16
2731,6262,16.99
2732,6263,16.59
2733,6264,18.68
2734,6265,12.55
2735,6266,15.73
2736,6267,
2737,6268,
2738,6269,
2739,6270,
2740,6271,
2741,6272,
2742,6276,16.73
2743,6277,18.83
2744,6278,7.1
2745,6281,9.66
2746,6282,11.8
2747,6283,11.22
2748,6284,13.73
2749,6288,12.88
2750,6289,15.58
2751,6296,13.4
2752,6302,13.2
2753,6303,13.8
2754,6304,13.6
2755,6305,8.25
2756,6306,5.78
2757,6307,2.26
2758,6308,18.24
2759,6309,19.3
2760,6310,7.5
2761,6312,16.26
2762,6316,16.59
2763,6317,20.0
2764,6319,12.7
2765,6320,16.8
2766,6325,16.4
2767,6332,12.29
2768,6333,11.26
2769,6334,15.05
2770,6335,18.39
2771,6336,12.3
2772,6339,13.5
2773,6340,12.53
2774,6341,16.25
2775,6342,17.0
2776,6343,18.25
2777,6344,14.5
2778,6350,17.07
2779,6351,17.8
2780,6352,
2781,6353,
2782,6354,8.63
2783,6355,10.89
2784,6356,13.45
2785,6357,15.59
2786,6358,18.17
2787,6363,13.7
2788,6364,4.86
2789,6371,15.9
2790,6374,15.5
2791,6375,14.9
2792,6376,15.8
2793,6377,18.51
2794,6378,17.14
2795,6379,
2796,6380,
2797,6381,
2798,6382,
2799,6383,
2800,6384,
2801,6389,9.15
2802,6390,15.08
2803,6396,16.61
2804,6397,17.23
2805,6398,19.36
2806,6399,20.67
2807,6409,8.93
2808,6428,
2809,6438,11.87
2810,6447,15.23
2811,6448,
2812,6449,
2813,6450,
2814,6451,
2815,6452,
2816,6453,
2817,6456,12.3
2818,6457,4.4
2819,6458,8.9
2820,6459,12.2
2821,6460,13.7
2822,6461,18.7
2823,6465,16.61
2824,6471,12.7
2825,6472,10.1
2826,6473,16.0
2827,6474,14.4
2828,6475,
2829,6476,
2830,6477,
2831,6478,
2832,6479,
2833,6480,
2834,6481,
2835,6482,
2836,6483,17.27
2837,6484,19.11
2838,6488,2.0
2839,6489,0.706
2840,6492,12.27
2841,6494,16.8
2842,6496,17.4
2843,6497,14.14
2844,6498,14.7
2845,6499,13.31
2846,6520,35.9
2847,6521,34.8
2848,6527,
2849,6530,
2850,6533,
2851,6562,7.8
2852,6563,9.89
2853,6564,13.5
2854,6608,16.7
2855,6609,17.8
2856,6610,16.6
2857,6615,12.36
2858,6616,10.49
2859,6623,15.38
2860,6624,12.14
2861,6625,14.39
2862,6626,16.33
2863,6633,13.88
2864,6634,15.65
2865,6638,14.5
2866,6639,13.9
2867,6640,3.88
2868,6641,4.02
2869,6654,9.7
2870,6655,9.06
2871,6656,10.8
2872,6657,11.8
2873,6658,11.18
2874,6659,12.62
2875,6662,8.5
2876,6663,11.0
2877,6664,8.8
2878,6666,16.5
2879,6667,16.25
2880,6668,6.3
2881,6669,6.3
2882,6672,16.7
2883,6673,15.8
2884,6674,16.6
2885,6675,15.2
2886,6693,15.27
2887,6694,18.02
2888,6695,15.9
2889,6696,18.39
2890,6697,19.9
2891,6698,13.53
2892,6699,14.82
2893,6709,13.5
2894,6710,14.81
2895,6712,10.21
2896,6713,12.53
2897,6714,9.85
2898,6715,12.47
2899,6716,11.23
2900,6717,7.38
2901,6719,11.4
2902,6720,12.3
2903,6721,13.0
2904,6728,12.7
2905,6729,11.7
2906,6730,17.7
2907,6731,18.86
2908,6732,19.68
2909,6733,10.6
2910,6737,6.8
2911,6738,7.5
2912,6739,9.4
2913,6740,19.03
2914,6741,17.59
2915,6742,18.2
2916,6743,1.52
2917,6744,8.34
2918,6745,10.2
2919,6761,10.3
2920,6762,11.9
2921,6771,17.26
2922,6772,18.06
2923,6774,20.7
2924,6775,17.32
2925,6780,15.8
2926,6786,14.0
2927,6787,18.84
2928,6788,14.0
2929,6789,18.84
2930,6796,16.22
2931,6797,18.05
2932,6798,16.1
2933,6799,13.79
2934,6804,18.8
2935,6805,18.5
2936,6806,18.9
2937,6807,16.24
2938,6808,18.8
2939,6809,18.8
2940,6810,18.07
2941,6814,17.11
2942,6816,17.11
2943,6817,17.11
2944,6819,9.55
2945,6820,7.31
2946,6821,13.78
2947,6826,13.59
2948,6827,18.54
2949,6836,10.7
2950,6837,9.3
2951,6839,14.4
2952,6863,13.2
2953,6864,15.3
2954,6878,13.4
2955,6881,17.14
2956,6883,15.14
2957,6884,17.13
2958,6887,15.35
2959,6888,16.0
2960,6892,14.7
2961,6893,16.2
2962,6894,14.9
2963,6895,16.8
2964,6902,15.3
2965,6903,15.8
2966,6905,17.54
2967,6907,5.75
2968,6910,15.58
2969,6911,13.24
2970,6912,18.75
2971,6915,10.1
2972,6921,3.0
2973,6922,4.8
2974,6923,7.0
2975,6924,14.2
2976,6925,10.2
2977,6926,14.9
2978,6929,12.36
2979,6930,14.87
2980,6931,7.73
2981,6935,10.01
2982,6936,8.5
2983,6937,12.61
2984,6941,12.5
2985,6942,8.16
2986,6943,12.56
2987,6944,13.82
2988,6945,15.1
2989,6946,15.84
2990,6949,12.38
2991,6950,13.22
2992,6957,10.31
2993,6958,14.26
2994,6962,19.8
2995,6966,17.31
2996,6967,20.1
2997,6968,10.53
2998,6969,
2999,6970,12.56
3000,6971,15.14
3001,6975,
3002,6976,19.65
3003,6977,
3004,6978,9.55
3005,6979,
3006,6980,12.1
3007,6981,11.7
3008,6982,
3009,6983,
3010,6985,12.9
3011,6986,14.3
3012,6988,17.07
3013,6989,19.86
3014,6990,9.9
3015,6991,12.0
3016,6993,18.61
3017,6994,16.37
